 Cash Flow to Equity, Retained Earnings to Total Assets, Revenue per person, Current Liability to Current Assets, Equity to Liability, Cash/Total Assets, Total expense/Assets, Liability-Assets Flag, Total debt/Total net worth, Operating profit per person, Quick Assets/Current Liability, Current Ratio, Tax rate (A), Fixed Assets to Assets, Fixed Assets Turnover Frequency, Operating Expense Rate, Cash Turnover Rate, Cash/Current Liability, Net Income Flag,Cluster,Bankrupt?
0.21754605773367677,-0.043381240800788486,0.012955800827905725,0.021269246870108043,0.02199571369445264,0.05390393016710857,0.013277269009810383,0.0,-7.700718656912988,0.21965607816147006,-6.739270298240126,0.007957966765739323,0.0,0.2604965539409922,0.00016263058359454235,9.293653041667971,48.603120420316976,0.007177298310218193,1,2,0
0.21672929879377606,-0.03430076759222126,0.01689735034923532,0.019161978790048797,0.02198619582221232,0.05100908978555146,0.014030784362936345,0.0,-7.6987236871074565,0.22259006393247083,-6.0434360779044285,0.008968346056073157,0.1406700448253575,0.18582465613399235,0.00028590526071035547,0.00010244825143206253,47.79496466157665,0.0033652499646239934,1,0,0
0.21931750738376876,-0.03559201579813055,0.014428724158636571,0.014912488999186282,0.02224220109223874,0.08770127853320872,0.01394082069570858,0.0,-7.756427502791187,0.22401264989225864,-5.402495813188263,0.011474464909818696,0.07934824065616639,0.1909240132397201,0.00024884956154749886,0.00010591685557383875,0.00013450751409860407,0.011597631361583576,1,1,0
0.21773016898697964,-0.04118670198563855,0.032947692736351564,0.02342865928275005,0.012703522011138772,0.041170878596039316,0.008848802518614758,0.0,-4.86350902812642,0.22509880506765684,-11.054388393565818,0.007043006500940564,0.0,0.053158183345345555,0.0007818394738235593,9.28661133764244,49.09628150801661,0.0013675060281659727,1,2,0
0.2139843794332738,-0.0413632763143258,0.038464310310556714,0.02202735726314627,0.020352065497119227,0.11788930994960337,0.021234291881523305,0.0,-7.3189073577760775,0.2250564732457039,-5.990816369133691,0.007623999298092154,0.1963277135506472,0.05934905077114005,0.002155401590789046,9.265499345104963,42.07655955039925,0.01141967176951007,1,2,0
0.21607700555974377,-0.0326425882682396,0.04267062037381725,0.022255017778173413,0.017942239686107652,0.03420625371671543,0.007452694685917203,0.0,-6.708215239767586,0.2255536675818384,-5.945154055176428,0.007526526433354999,0.04481369824565266,0.021328417456467103,0.0030964372474038965,9.221116631600573,46.550062450220295,0.0018679778382338218,1,2,0
0.21372134976021884,-0.041944673061524045,0.03135366028543134,0.023530984357795257,0.015105230043641456,0.03412927069924261,0.003700822524619117,0.0,-5.847310060680518,0.22061536946338997,-7.84868132374487,0.007002121054864506,0.18232576749980284,0.10696590456150096,0.00015279850861975322,9.151683745021135,0.00011076624537876272,0.0013380698286212735,1,3,0
0.21539887771400154,-0.04192072431047259,0.005279818596834084,0.027536071396344734,0.02206650006049093,0.017752701413162392,0.015424433561601922,0.0,-7.7167542264148885,0.22096375783843397,-7.021748059131209,0.0055583445666305,0.0,0.2391224604045666,4.128375365274027,0.00017794765604522237,46.14740303132528,0.0011435384351921516,1,0,0
0.2158694380310049,-0.03959075626426626,0.009694156110354775,0.022347250137547615,0.02647326205806775,0.03268282522064228,0.00980591492379307,0.0,-8.676307773003394,0.2226200237585075,-6.43622995009773,0.007487705359662046,0.10433259723458772,0.23895425422308364,4.1157342143045526,0.00013100659969722994,49.28879047346021,0.002932456443044897,1,0,0
0.21650531725922548,-0.03504448280317969,0.01903493317963391,0.007777194059714256,0.03503978013973559,0.12849199941430364,0.02296948411207439,0.0,-10.77442698507533,0.22336313779171815,-4.174668840671231,0.017825953780991572,0.0,0.01731856765911453,0.0029381673453708827,0.00030303270044476177,0.0003449091991102587,0.03646268348985053,1,1,0
0.21637955555815966,-0.039686898456152045,0.008021698579188013,0.022316911158020963,0.025973130269254237,0.028868782609578248,0.010690146201287888,0.0,-8.568886154314258,0.22052725889124117,-7.263760590951058,0.007500374477351882,0.0,0.25150073611622115,4.127830221987563,0.00014095011851669986,48.30593046216678,0.0019127785977469916,1,0,0
0.21586016114360831,-0.042881676226023444,0.027296113634326793,0.018954486430378805,0.022168481570143835,0.009289218170850901,0.01926973859345499,0.0,-7.7397095427700835,0.21903269042547177,-5.625879815329319,0.009074770480962785,0.0,0.07363986888027649,0.0007168409650766816,0.00012580433146329039,41.3852882381937,0.0007239751604791968,1,0,0
0.2165614243601947,-0.03545318502827088,0.04096921215761928,0.02401433860474548,0.021213396729377783,0.03320931515893428,0.011303589441409207,0.0,-7.521689940905736,0.22679819900978196,-6.275515361770118,0.006812890979773886,0.09867449781957535,0.011350023318551037,0.009692667907050017,9.228419230880194,44.6468113203415,0.0016377417797005555,1,2,0
0.21589569430822933,-0.03310210486896189,0.010282433284410933,0.0069234964959538695,0.038965596635243016,0.12861477672500887,0.007270554312132097,0.0,-12.802953382967937,0.22336975081270702,-3.974823385454171,0.01879842649240027,0.06876420719958551,0.26590527763047794,0.00013691436500648106,9.23378024768418,0.0003436735982156255,0.062319824448224974,1,3,0
0.22813699631443832,-0.04966284411568023,0.001788176898169636,0.009978280393282165,0.031627176563536724,0.1364946139925573,0.019218396292050244,0.0,-9.832868941548083,0.2207203357909018,-4.968520122597677,0.015516867090227905,0.0,0.10544151288313675,0.00015884933812915087,0.000762188734647386,0.001758504897695273,0.03960284956801176,1,1,0
0.21584292395668425,-0.04706488966893552,0.013812838951655398,0.025780339319530336,0.01722279057460242,0.08206678576460359,0.024212834471917105,0.0,-6.508455576001387,0.22016733671938998,-7.207972651470066,0.00615780884502469,0.0,0.21853065130678462,0.00025036209283319134,0.00015204933724544164,41.35875913365669,0.004680585193470888,1,0,0
0.21638272735891467,-0.04095732297988223,0.021283499489115794,0.017957332712476008,0.031904178020248,0.09986194277803313,0.007568683447466328,0.0,-9.900615059226185,0.21948857377842973,-5.694627272921086,0.00960796184068175,0.1198527789569715,0.030486614196175755,0.0012819993201906809,8.96671662407429,0.00023278058378636265,0.015564145588246666,1,3,0
0.2183579830003568,-0.042101340228770365,0.01068048625658923,0.01180796708184527,0.035969793334119246,0.10682857416258824,0.0192437228163459,0.0,-11.093871605308596,0.2207135668760042,-4.919703148066164,0.013844498938465379,0.05872330094835269,0.15685954832222154,0.0001475034956089197,0.00038360139547959554,0.00038888106333989484,0.02701719307100659,1,1,0
